Provinsi,Tanggal,Curah_Hujan_mm
Sumatera Utara,2011-08-09,1.2
Sumatera Utara,2011-08-10,1.48
Sumatera Utara,2011-08-11,3.2
Sumatera Utara,2011-08-12,1.37
Sumatera Utara,2011-08-13,20.27
Sumatera Utara,2011-08-14,50.64
Sumatera Utara,2011-08-15,5.55
Sumatera Utara,2011-08-16,8.61
Sumatera Utara,2011-08-17,3.13
Sumatera Utara,2011-08-18,1.2
Sumatera Utara,2011-08-19,39.89
Sumatera Utara,2011-08-20,63.89
Sumatera Utara,2011-08-21,6.13
Sumatera Utara,2011-08-22,8.18
Sumatera Utara,2011-08-23,1.35
Sumatera Utara,2011-08-24,30.57
Sumatera Utara,2011-08-25,13.92
Sumatera Utara,2011-08-26,35.91
Sumatera Utara,2011-08-27,6.27
Sumatera Utara,2011-08-28,29.35
Sumatera Utara,2011-08-29,5.94
Sumatera Utara,2011-08-30,0.11
Sumatera Utara,2011-08-31,2.5
Sumatera Utara,2011-09-01,0.16
Sumatera Utara,2011-09-02,0.39
Sumatera Utara,2011-09-03,0.92
Sumatera Utara,2011-09-04,4.45
Sumatera Utara,2011-09-05,4.97
Sumatera Utara,2011-09-06,8.7
Sumatera Utara,2011-09-07,28.97
Sumatera Utara,2011-09-08,6.46
Sumatera Utara,2011-09-09,8.83
Sumatera Utara,2011-09-10,31.21
Sumatera Utara,2011-09-11,13.35
Sumatera Utara,2011-09-12,0.19
Sumatera Utara,2011-09-13,14.37
Sumatera Utara,2011-09-14,30.14
Sumatera Utara,2011-09-15,4.15
Sumatera Utara,2011-09-16,41.13
Sumatera Utara,2011-09-17,35.93
Sumatera Utara,2011-09-18,9.55
Sumatera Utara,2011-09-19,12.06
Sumatera Utara,2011-09-20,1.24
Sumatera Utara,2011-09-21,9.14
Sumatera Utara,2011-09-22,6.02
Sumatera Utara,2011-09-23,0.0
Sumatera Utara,2011-09-24,0.0
Sumatera Utara,2011-09-25,0.03
Sumatera Utara,2011-09-26,12.07
Sumatera Utara,2011-09-27,4.01
Sumatera Utara,2011-09-28,0.95
Sumatera Utara,2011-09-29,5.75
Sumatera Utara,2011-09-30,31.31
Sumatera Utara,2011-10-01,19.93
Sumatera Utara,2011-10-02,11.54
Sumatera Utara,2011-10-03,5.86
Sumatera Utara,2011-10-04,29.78
Sumatera Utara,2011-10-05,8.82
Sumatera Utara,2011-10-06,0.17
Sumatera Utara,2011-10-07,6.87
Sumatera Utara,2011-10-08,40.06
Sumatera Utara,2011-10-09,16.76
Sumatera Utara,2011-10-10,2.9
Sumatera Utara,2011-10-11,0.91
Sumatera Utara,2011-10-12,0.18
Sumatera Utara,2011-10-13,0.1
Sumatera Utara,2011-10-14,1.5
Sumatera Utara,2011-10-15,20.0
Sumatera Utara,2011-10-16,3.62
Sumatera Utara,2011-10-17,8.93
Sumatera Utara,2011-10-18,25.84
Sumatera Utara,2011-10-19,25.31
Sumatera Utara,2011-10-20,15.95
Sumatera Utara,2011-10-21,18.94
Sumatera Utara,2011-10-22,5.4
Sumatera Utara,2011-10-23,8.13
Sumatera Utara,2011-10-24,42.4
Sumatera Utara,2011-10-25,33.14
Sumatera Utara,2011-10-26,39.97
Sumatera Utara,2011-10-27,48.74
Sumatera Utara,2011-10-28,15.97
Sumatera Utara,2011-10-29,24.37
Sumatera Utara,2011-10-30,26.24
Sumatera Utara,2011-10-31,10.49
Sumatera Utara,2011-11-01,44.16
Sumatera Utara,2011-11-02,41.95
Sumatera Utara,2011-11-03,20.79
Sumatera Utara,2011-11-04,32.03
Sumatera Utara,2011-11-05,45.0
Sumatera Utara,2011-11-06,30.58
Sumatera Utara,2011-11-07,23.91
Sumatera Utara,2011-11-08,34.55
Sumatera Utara,2011-11-09,1.7
Sumatera Utara,2011-11-10,0.14
Sumatera Utara,2011-11-11,40.57
Sumatera Utara,2011-11-12,12.5
Sumatera Utara,2011-11-13,4.15
Sumatera Utara,2011-11-14,21.4
Sumatera Utara,2011-11-15,8.69
Sumatera Utara,2011-11-16,7.1
Sumatera Utara,2011-11-17,8.96
Sumatera Utara,2011-11-18,28.12
Sumatera Utara,2011-11-19,2.01
Sumatera Utara,2011-11-20,4.28
Sumatera Utara,2011-11-21,3.55
Sumatera Utara,2011-11-22,13.16
Sumatera Utara,2011-11-23,9.99
Sumatera Utara,2011-11-24,0.61
Sumatera Utara,2011-11-25,5.55
Sumatera Utara,2011-11-26,6.08
Sumatera Utara,2011-11-27,167.23
Sumatera Utara,2011-11-28,21.66
Sumatera Utara,2011-11-29,4.43
Sumatera Utara,2011-11-30,74.18
Sumatera Utara,2011-12-01,75.28
Sumatera Utara,2011-12-02,12.77
Sumatera Utara,2011-12-03,7.72
Sumatera Utara,2011-12-04,4.18
Sumatera Utara,2011-12-05,1.73
Sumatera Utara,2011-12-06,0.06
Sumatera Utara,2011-12-07,53.58
Sumatera Utara,2011-12-08,13.79
Sumatera Utara,2011-12-09,0.95
Sumatera Utara,2011-12-10,0.05
Sumatera Utara,2011-12-11,82.54
Sumatera Utara,2011-12-12,13.86
Sumatera Utara,2011-12-13,7.23
Sumatera Utara,2011-12-14,16.42
Sumatera Utara,2011-12-15,27.19
Sumatera Utara,2011-12-16,1.4
Sumatera Utara,2011-12-17,8.0
Sumatera Utara,2011-12-18,64.57
Sumatera Utara,2011-12-19,34.47
Sumatera Utara,2011-12-20,12.56
Sumatera Utara,2011-12-21,4.08
Sumatera Utara,2011-12-22,30.29
Sumatera Utara,2011-12-23,89.11
Sumatera Utara,2011-12-24,12.49
Sumatera Utara,2011-12-25,3.76
Sumatera Utara,2011-12-26,13.25
Sumatera Utara,2011-12-27,67.8
Sumatera Utara,2011-12-28,2.08
Sumatera Utara,2011-12-29,7.0
Sumatera Utara,2011-12-30,7.6
Sumatera Utara,2011-12-31,0.79
Sumatera Utara,2012-01-01,0.1
Sumatera Utara,2012-01-02,0.04
Sumatera Utara,2012-01-03,0.23
Sumatera Utara,2012-01-04,2.98
Sumatera Utara,2012-01-05,2.69
Sumatera Utara,2012-01-06,0.25
Sumatera Utara,2012-01-07,5.57
Sumatera Utara,2012-01-08,1.23
Sumatera Utara,2012-01-09,15.08
Sumatera Utara,2012-01-10,3.56
Sumatera Utara,2012-01-11,2.13
Sumatera Utara,2012-01-12,4.42
Sumatera Utara,2012-01-13,2.52
Sumatera Utara,2012-01-14,18.06
Sumatera Utara,2012-01-15,12.85
Sumatera Utara,2012-01-16,7.82
Sumatera Utara,2012-01-17,17.03
Sumatera Utara,2012-01-18,0.59
Sumatera Utara,2012-01-19,3.38
Sumatera Utara,2012-01-20,0.43
Sumatera Utara,2012-01-21,0.49
Sumatera Utara,2012-01-22,0.81
Sumatera Utara,2012-01-23,0.31
Sumatera Utara,2012-01-24,0.28
Sumatera Utara,2012-01-25,0.23
Sumatera Utara,2012-01-26,0.1
Sumatera Utara,2012-01-27,0.05
Sumatera Utara,2012-01-28,0.0
Sumatera Utara,2012-01-29,1.04
Sumatera Utara,2012-01-30,0.63
Sumatera Utara,2012-01-31,0.47
Sumatera Utara,2012-02-01,51.78
Sumatera Utara,2012-02-02,27.81
Sumatera Utara,2012-02-03,1.1
Sumatera Utara,2012-02-04,5.58
Sumatera Utara,2012-02-05,3.51
Sumatera Utara,2012-02-06,2.26
Sumatera Utara,2012-02-07,12.33
Sumatera Utara,2012-02-08,21.29
Sumatera Utara,2012-02-09,32.17
Sumatera Utara,2012-02-10,0.73
Sumatera Utara,2012-02-11,2.98
Sumatera Utara,2012-02-12,4.03
Sumatera Utara,2012-02-13,4.13
Sumatera Utara,2012-02-14,35.8
Sumatera Utara,2012-02-15,20.89
Sumatera Utara,2012-02-16,6.02
Sumatera Utara,2012-02-17,2.79
Sumatera Utara,2012-02-18,4.36
Sumatera Utara,2012-02-19,0.37
Sumatera Utara,2012-02-20,0.05
Sumatera Utara,2012-02-21,1.75
Sumatera Utara,2012-02-22,8.48
Sumatera Utara,2012-02-23,10.37
Sumatera Utara,2012-02-24,37.01
Sumatera Utara,2012-02-25,34.1
Sumatera Utara,2012-02-26,15.58
Sumatera Utara,2012-02-27,1.78
Sumatera Utara,2012-02-28,16.66
Sumatera Utara,2012-02-29,38.65
Sumatera Utara,2012-03-01,3.06
Sumatera Utara,2012-03-02,10.0
Sumatera Utara,2012-03-03,5.67
Sumatera Utara,2012-03-04,5.67
Sumatera Utara,2012-03-05,30.15
Sumatera Utara,2012-03-06,8.54
Sumatera Utara,2012-03-07,74.84
Sumatera Utara,2012-03-08,4.74
Sumatera Utara,2012-03-09,1.3
Sumatera Utara,2012-03-10,1.5
Sumatera Utara,2012-03-11,4.94
Sumatera Utara,2012-03-12,4.12
Sumatera Utara,2012-03-13,0.42
Sumatera Utara,2012-03-14,9.42
Sumatera Utara,2012-03-15,3.05
Sumatera Utara,2012-03-16,0.47
Sumatera Utara,2012-03-17,3.2
Sumatera Utara,2012-03-18,0.27
Sumatera Utara,2012-03-19,0.25
Sumatera Utara,2012-03-20,0.81
Sumatera Utara,2012-03-21,0.32
Sumatera Utara,2012-03-22,0.05
Sumatera Utara,2012-03-23,0.26
Sumatera Utara,2012-03-24,0.84
Sumatera Utara,2012-03-25,0.76
Sumatera Utara,2012-03-26,8.49
Sumatera Utara,2012-03-27,6.13
Sumatera Utara,2012-03-28,1.54
Sumatera Utara,2012-03-29,5.01
Sumatera Utara,2012-03-30,52.09
Sumatera Utara,2012-03-31,33.63
Sumatera Utara,2012-04-01,5.9
Sumatera Utara,2012-04-02,2.88
Sumatera Utara,2012-04-03,2.8
Sumatera Utara,2012-04-04,0.92
Sumatera Utara,2012-04-05,5.22
Sumatera Utara,2012-04-06,3.55
Sumatera Utara,2012-04-07,7.21
Sumatera Utara,2012-04-08,53.35
Sumatera Utara,2012-04-09,15.02
Sumatera Utara,2012-04-10,12.13
Sumatera Utara,2012-04-11,9.27
Sumatera Utara,2012-04-12,13.32
Sumatera Utara,2012-04-13,5.44
Sumatera Utara,2012-04-14,4.82
Sumatera Utara,2012-04-15,3.76
Sumatera Utara,2012-04-16,4.75
Sumatera Utara,2012-04-17,14.51
Sumatera Utara,2012-04-18,4.8
Sumatera Utara,2012-04-19,14.22
Sumatera Utara,2012-04-20,19.23
Sumatera Utara,2012-04-21,0.92
Sumatera Utara,2012-04-22,0.05
Sumatera Utara,2012-04-23,0.04
Sumatera Utara,2012-04-24,5.3
Sumatera Utara,2012-04-25,27.47
Sumatera Utara,2012-04-26,62.81
Sumatera Utara,2012-04-27,2.44
Sumatera Utara,2012-04-28,0.03
Sumatera Utara,2012-04-29,36.29
Sumatera Utara,2012-04-30,4.29
Sumatera Utara,2012-05-01,3.35
Sumatera Utara,2012-05-02,14.32
Sumatera Utara,2012-05-03,0.39
Sumatera Utara,2012-05-04,9.68
Sumatera Utara,2012-05-05,4.07
Sumatera Utara,2012-05-06,11.37
Sumatera Utara,2012-05-07,0.85
Sumatera Utara,2012-05-08,3.35
Sumatera Utara,2012-05-09,8.67
Sumatera Utara,2012-05-10,5.29
Sumatera Utara,2012-05-11,17.02
Sumatera Utara,2012-05-12,5.98
Sumatera Utara,2012-05-13,0.55
Sumatera Utara,2012-05-14,1.05
Sumatera Utara,2012-05-15,2.31
Sumatera Utara,2012-05-16,13.02
Sumatera Utara,2012-05-17,2.5
Sumatera Utara,2012-05-18,2.51
Sumatera Utara,2012-05-19,0.53
Sumatera Utara,2012-05-20,3.78
Sumatera Utara,2012-05-21,1.58
Sumatera Utara,2012-05-22,34.96
Sumatera Utara,2012-05-23,16.06
Sumatera Utara,2012-05-24,9.03
Sumatera Utara,2012-05-25,0.61
Sumatera Utara,2012-05-26,18.66
Sumatera Utara,2012-05-27,7.71
Sumatera Utara,2012-05-28,23.49
Sumatera Utara,2012-05-29,16.77
Sumatera Utara,2012-05-30,8.21
Sumatera Utara,2012-05-31,28.12
Sumatera Utara,2012-06-01,1.71
Sumatera Utara,2012-06-02,0.04
Sumatera Utara,2012-06-03,0.81
Sumatera Utara,2012-06-04,0.38
Sumatera Utara,2012-06-05,45.84
Sumatera Utara,2012-06-06,13.0
Sumatera Utara,2012-06-07,16.1
Sumatera Utara,2012-06-08,13.62
Sumatera Utara,2012-06-09,12.75
Sumatera Utara,2012-06-10,1.63
Sumatera Utara,2012-06-11,0.02
Sumatera Utara,2012-06-12,0.0
Sumatera Utara,2012-06-13,0.0
Sumatera Utara,2012-06-14,0.0
Sumatera Utara,2012-06-15,0.0
Sumatera Utara,2012-06-16,0.25
Sumatera Utara,2012-06-17,0.06
Sumatera Utara,2012-06-18,0.0
Sumatera Utara,2012-06-19,1.79
Sumatera Utara,2012-06-20,1.11
Sumatera Utara,2012-06-21,0.03
Sumatera Utara,2012-06-22,0.0
Sumatera Utara,2012-06-23,3.38
Sumatera Utara,2012-06-24,1.19
Sumatera Utara,2012-06-25,0.26
Sumatera Utara,2012-06-26,9.05
Sumatera Utara,2012-06-27,7.99
Sumatera Utara,2012-06-28,0.21
Sumatera Utara,2012-06-29,4.58
Sumatera Utara,2012-06-30,4.57
Sumatera Utara,2012-07-01,0.24
Sumatera Utara,2012-07-02,2.22
Sumatera Utara,2012-07-03,14.21
Sumatera Utara,2012-07-04,40.68
Sumatera Utara,2012-07-05,16.01
Sumatera Utara,2012-07-06,4.59
Sumatera Utara,2012-07-07,10.74
Sumatera Utara,2012-07-08,14.9
Sumatera Utara,2012-07-09,50.81
Sumatera Utara,2012-07-10,4.4
Sumatera Utara,2012-07-11,1.85
Sumatera Utara,2012-07-12,9.25
Sumatera Utara,2012-07-13,3.53
Sumatera Utara,2012-07-14,0.51
Sumatera Utara,2012-07-15,2.45
Sumatera Utara,2012-07-16,20.25
Sumatera Utara,2012-07-17,29.69
Sumatera Utara,2012-07-18,11.09
Sumatera Utara,2012-07-19,0.79
Sumatera Utara,2012-07-20,1.01
Sumatera Utara,2012-07-21,62.05
Sumatera Utara,2012-07-22,24.99
Sumatera Utara,2012-07-23,6.86
Sumatera Utara,2012-07-24,128.54
Sumatera Utara,2012-07-25,1.09
Sumatera Utara,2012-07-26,0.0
Sumatera Utara,2012-07-27,0.0
Sumatera Utara,2012-07-28,0.0
Sumatera Utara,2012-07-29,0.72
Sumatera Utara,2012-07-30,1.98
Sumatera Utara,2012-07-31,1.71
Sumatera Utara,2012-08-01,3.46
Sumatera Utara,2012-08-02,18.98
Sumatera Utara,2012-08-03,23.63
Sumatera Utara,2012-08-04,3.44
Sumatera Utara,2012-08-05,0.49
Sumatera Utara,2012-08-06,0.54
Sumatera Utara,2012-08-07,0.19
Sumatera Utara,2012-08-08,0.93
Sumatera Utara,2012-08-09,1.0
Sumatera Utara,2012-08-10,9.36
Sumatera Utara,2012-08-11,1.87
Sumatera Utara,2012-08-12,6.55
Sumatera Utara,2012-08-13,10.79
Sumatera Utara,2012-08-14,3.11
Sumatera Utara,2012-08-15,4.07
Sumatera Utara,2012-08-16,17.63
Sumatera Utara,2012-08-17,1.7
Sumatera Utara,2012-08-18,2.77
Sumatera Utara,2012-08-19,1.19
Sumatera Utara,2012-08-20,43.87
Sumatera Utara,2012-08-21,7.12
Sumatera Utara,2012-08-22,5.93
Sumatera Utara,2012-08-23,48.96
Sumatera Utara,2012-08-24,5.86
Sumatera Utara,2012-08-25,0.14
Sumatera Utara,2012-08-26,15.05
Sumatera Utara,2012-08-27,60.6
Sumatera Utara,2012-08-28,3.47
Sumatera Utara,2012-08-29,0.0
Sumatera Utara,2012-08-30,0.77
Sumatera Utara,2012-08-31,0.11
Sumatera Utara,2012-09-01,0.03
Sumatera Utara,2012-09-02,0.0
Sumatera Utara,2012-09-03,0.0
Sumatera Utara,2012-09-04,16.7
Sumatera Utara,2012-09-05,38.75
Sumatera Utara,2012-09-06,19.03
Sumatera Utara,2012-09-07,1.5
Sumatera Utara,2012-09-08,1.21
Sumatera Utara,2012-09-09,6.31
Sumatera Utara,2012-09-10,3.68
Sumatera Utara,2012-09-11,23.67
Sumatera Utara,2012-09-12,15.56
Sumatera Utara,2012-09-13,17.26
Sumatera Utara,2012-09-14,3.9
Sumatera Utara,2012-09-15,6.15
Sumatera Utara,2012-09-16,0.42
Sumatera Utara,2012-09-17,1.17
Sumatera Utara,2012-09-18,1.91
Sumatera Utara,2012-09-19,3.42
Sumatera Utara,2012-09-20,1.65
Sumatera Utara,2012-09-21,10.85
Sumatera Utara,2012-09-22,4.35
Sumatera Utara,2012-09-23,9.43
Sumatera Utara,2012-09-24,8.53
Sumatera Utara,2012-09-25,127.82
Sumatera Utara,2012-09-26,59.03
Sumatera Utara,2012-09-27,2.39
Sumatera Utara,2012-09-28,1.3
Sumatera Utara,2012-09-29,2.47
Sumatera Utara,2012-09-30,1.83
Sumatera Utara,2012-10-01,0.66
Sumatera Utara,2012-10-02,1.05
Sumatera Utara,2012-10-03,7.09
Sumatera Utara,2012-10-04,15.16
Sumatera Utara,2012-10-05,0.33
Sumatera Utara,2012-10-06,7.24
Sumatera Utara,2012-10-07,17.17
Sumatera Utara,2012-10-08,0.28
Sumatera Utara,2012-10-09,3.92
Sumatera Utara,2012-10-10,2.45
Sumatera Utara,2012-10-11,10.95
Sumatera Utara,2012-10-12,31.77
Sumatera Utara,2012-10-13,25.42
Sumatera Utara,2012-10-14,3.59
Sumatera Utara,2012-10-15,7.61
Sumatera Utara,2012-10-16,4.71
Sumatera Utara,2012-10-17,21.82
Sumatera Utara,2012-10-18,11.92
Sumatera Utara,2012-10-19,6.5
Sumatera Utara,2012-10-20,1.66
Sumatera Utara,2012-10-21,9.32
Sumatera Utara,2012-10-22,6.19
Sumatera Utara,2012-10-23,14.43
Sumatera Utara,2012-10-24,5.26
Sumatera Utara,2012-10-25,20.88
Sumatera Utara,2012-10-26,31.35
Sumatera Utara,2012-10-27,2.25
Sumatera Utara,2012-10-28,17.75
Sumatera Utara,2012-10-29,3.19
Sumatera Utara,2012-10-30,10.88
Sumatera Utara,2012-10-31,21.38
Sumatera Utara,2012-11-01,15.55
Sumatera Utara,2012-11-02,7.87
Sumatera Utara,2012-11-03,31.41
Sumatera Utara,2012-11-04,31.46
Sumatera Utara,2012-11-05,9.48
Sumatera Utara,2012-11-06,5.34
Sumatera Utara,2012-11-07,15.66
Sumatera Utara,2012-11-08,9.84
Sumatera Utara,2012-11-09,55.84
Sumatera Utara,2012-11-10,55.79
Sumatera Utara,2012-11-11,66.46
Sumatera Utara,2012-11-12,48.88
Sumatera Utara,2012-11-13,12.49
Sumatera Utara,2012-11-14,0.76
Sumatera Utara,2012-11-15,0.12
Sumatera Utara,2012-11-16,2.36
Sumatera Utara,2012-11-17,1.46
Sumatera Utara,2012-11-18,5.75
Sumatera Utara,2012-11-19,2.15
Sumatera Utara,2012-11-20,6.54
Sumatera Utara,2012-11-21,3.25
Sumatera Utara,2012-11-22,6.41
Sumatera Utara,2012-11-23,38.73
Sumatera Utara,2012-11-24,9.3
Sumatera Utara,2012-11-25,9.41
Sumatera Utara,2012-11-26,8.19
Sumatera Utara,2012-11-27,24.63
Sumatera Utara,2012-11-28,6.14
Sumatera Utara,2012-11-29,40.08
Sumatera Utara,2012-11-30,61.78
Sumatera Utara,2012-12-01,27.38
Sumatera Utara,2012-12-02,5.49
Sumatera Utara,2012-12-03,9.98
Sumatera Utara,2012-12-04,18.64
Sumatera Utara,2012-12-05,18.64
Sumatera Utara,2012-12-06,0.63
Sumatera Utara,2012-12-07,8.18
Sumatera Utara,2012-12-08,4.95
Sumatera Utara,2012-12-09,8.57
Sumatera Utara,2012-12-10,5.64
Sumatera Utara,2012-12-11,6.96
Sumatera Utara,2012-12-12,2.07
Sumatera Utara,2012-12-13,0.33
Sumatera Utara,2012-12-14,20.88
Sumatera Utara,2012-12-15,15.0
Sumatera Utara,2012-12-16,10.5
Sumatera Utara,2012-12-17,8.39
Sumatera Utara,2012-12-18,4.45
Sumatera Utara,2012-12-19,12.73
Sumatera Utara,2012-12-20,8.96
Sumatera Utara,2012-12-21,28.84
Sumatera Utara,2012-12-22,16.65
Sumatera Utara,2012-12-23,41.76
Sumatera Utara,2012-12-24,20.25
Sumatera Utara,2012-12-25,4.8
Sumatera Utara,2012-12-26,1.05
Sumatera Utara,2012-12-27,33.08
Sumatera Utara,2012-12-28,25.39
Sumatera Utara,2012-12-29,93.86
Sumatera Utara,2012-12-30,45.07
Sumatera Utara,2012-12-31,1.81
Sumatera Utara,2013-01-01,1.02
Sumatera Utara,2013-01-02,0.85
Sumatera Utara,2013-01-03,5.99
Sumatera Utara,2013-01-04,7.26
Sumatera Utara,2013-01-05,2.21
Sumatera Utara,2013-01-06,0.02
Sumatera Utara,2013-01-07,0.0
Sumatera Utara,2013-01-08,0.0
Sumatera Utara,2013-01-09,0.01
Sumatera Utara,2013-01-10,0.4
Sumatera Utara,2013-01-11,9.28
Sumatera Utara,2013-01-12,1.17
Sumatera Utara,2013-01-13,0.9
Sumatera Utara,2013-01-14,0.14
Sumatera Utara,2013-01-15,7.37
Sumatera Utara,2013-01-16,3.1
Sumatera Utara,2013-01-17,17.39
Sumatera Utara,2013-01-18,8.27
Sumatera Utara,2013-01-19,0.33
Sumatera Utara,2013-01-20,2.78
Sumatera Utara,2013-01-21,40.3
Sumatera Utara,2013-01-22,12.76
Sumatera Utara,2013-01-23,18.11
Sumatera Utara,2013-01-24,3.96
Sumatera Utara,2013-01-25,9.76
Sumatera Utara,2013-01-26,4.0
Sumatera Utara,2013-01-27,21.2
Sumatera Utara,2013-01-28,2.86
Sumatera Utara,2013-01-29,32.83
Sumatera Utara,2013-01-30,5.23
Sumatera Utara,2013-01-31,5.42
Sumatera Utara,2013-02-01,2.89
Sumatera Utara,2013-02-02,4.54
Sumatera Utara,2013-02-03,8.79
Sumatera Utara,2013-02-04,9.39
Sumatera Utara,2013-02-05,9.74
Sumatera Utara,2013-02-06,5.2
Sumatera Utara,2013-02-07,26.9
Sumatera Utara,2013-02-08,8.3
Sumatera Utara,2013-02-09,0.8
Sumatera Utara,2013-02-10,0.07
Sumatera Utara,2013-02-11,5.98
Sumatera Utara,2013-02-12,6.14
Sumatera Utara,2013-02-13,27.39
Sumatera Utara,2013-02-14,32.12
Sumatera Utara,2013-02-15,5.32
Sumatera Utara,2013-02-16,18.03
Sumatera Utara,2013-02-17,10.71
Sumatera Utara,2013-02-18,4.31
Sumatera Utara,2013-02-19,5.49
Sumatera Utara,2013-02-20,1.49
Sumatera Utara,2013-02-21,2.28
Sumatera Utara,2013-02-22,0.04
Sumatera Utara,2013-02-23,1.64
Sumatera Utara,2013-02-24,2.55
Sumatera Utara,2013-02-25,2.61
Sumatera Utara,2013-02-26,1.93
Sumatera Utara,2013-02-27,10.82
Sumatera Utara,2013-02-28,17.65
Sumatera Utara,2013-03-01,1.03
Sumatera Utara,2013-03-02,0.13
Sumatera Utara,2013-03-03,0.0
Sumatera Utara,2013-03-04,8.82
Sumatera Utara,2013-03-05,0.19
Sumatera Utara,2013-03-06,0.02
Sumatera Utara,2013-03-07,0.0
Sumatera Utara,2013-03-08,0.36
Sumatera Utara,2013-03-09,10.84
Sumatera Utara,2013-03-10,1.05
Sumatera Utara,2013-03-11,1.92
Sumatera Utara,2013-03-12,22.73
Sumatera Utara,2013-03-13,2.56
Sumatera Utara,2013-03-14,3.6
Sumatera Utara,2013-03-15,0.94
Sumatera Utara,2013-03-16,12.87
Sumatera Utara,2013-03-17,7.19
Sumatera Utara,2013-03-18,16.53
Sumatera Utara,2013-03-19,1.71
Sumatera Utara,2013-03-20,0.05
Sumatera Utara,2013-03-21,3.85
Sumatera Utara,2013-03-22,7.64
Sumatera Utara,2013-03-23,7.64
Sumatera Utara,2013-03-24,7.83
Sumatera Utara,2013-03-25,2.3
Sumatera Utara,2013-03-26,11.27
Sumatera Utara,2013-03-27,1.29
Sumatera Utara,2013-03-28,22.49
Sumatera Utara,2013-03-29,5.72
Sumatera Utara,2013-03-30,11.91
Sumatera Utara,2013-03-31,4.59
Sumatera Utara,2013-04-01,8.82
Sumatera Utara,2013-04-02,54.16
Sumatera Utara,2013-04-03,19.99
Sumatera Utara,2013-04-04,1.56
Sumatera Utara,2013-04-05,62.22
Sumatera Utara,2013-04-06,31.9
Sumatera Utara,2013-04-07,0.56
Sumatera Utara,2013-04-08,0.02
Sumatera Utara,2013-04-09,0.05
Sumatera Utara,2013-04-10,13.4
Sumatera Utara,2013-04-11,5.65
Sumatera Utara,2013-04-12,0.11
Sumatera Utara,2013-04-13,6.14
Sumatera Utara,2013-04-14,6.46
Sumatera Utara,2013-04-15,0.22
Sumatera Utara,2013-04-16,7.46
Sumatera Utara,2013-04-17,6.61
Sumatera Utara,2013-04-18,0.17
Sumatera Utara,2013-04-19,0.2
Sumatera Utara,2013-04-20,0.83
Sumatera Utara,2013-04-21,1.32
Sumatera Utara,2013-04-22,4.93
Sumatera Utara,2013-04-23,12.43
Sumatera Utara,2013-04-24,24.67
Sumatera Utara,2013-04-25,16.49
Sumatera Utara,2013-04-26,15.74
Sumatera Utara,2013-04-27,3.1
Sumatera Utara,2013-04-28,0.07
Sumatera Utara,2013-04-29,9.89
Sumatera Utara,2013-04-30,16.69
Sumatera Utara,2013-05-01,2.57
Sumatera Utara,2013-05-02,11.39
Sumatera Utara,2013-05-03,58.49
Sumatera Utara,2013-05-04,16.52
Sumatera Utara,2013-05-05,2.82
Sumatera Utara,2013-05-06,17.3
Sumatera Utara,2013-05-07,3.89
Sumatera Utara,2013-05-08,15.4
Sumatera Utara,2013-05-09,15.22
Sumatera Utara,2013-05-10,34.57
Sumatera Utara,2013-05-11,14.82
Sumatera Utara,2013-05-12,1.05
Sumatera Utara,2013-05-13,0.14
Sumatera Utara,2013-05-14,1.86
Sumatera Utara,2013-05-15,0.42
Sumatera Utara,2013-05-16,0.6
Sumatera Utara,2013-05-17,1.46
Sumatera Utara,2013-05-18,15.34
Sumatera Utara,2013-05-19,4.28
Sumatera Utara,2013-05-20,0.29
Sumatera Utara,2013-05-21,0.72
Sumatera Utara,2013-05-22,0.14
Sumatera Utara,2013-05-23,0.01
Sumatera Utara,2013-05-24,0.04
Sumatera Utara,2013-05-25,0.44
Sumatera Utara,2013-05-26,21.23
Sumatera Utara,2013-05-27,7.58
Sumatera Utara,2013-05-28,0.12
Sumatera Utara,2013-05-29,1.94
Sumatera Utara,2013-05-30,2.38
Sumatera Utara,2013-05-31,1.17
Sumatera Utara,2013-06-01,0.06
Sumatera Utara,2013-06-02,7.19
Sumatera Utara,2013-06-03,2.98
Sumatera Utara,2013-06-04,3.26
Sumatera Utara,2013-06-05,1.78
Sumatera Utara,2013-06-06,0.91
Sumatera Utara,2013-06-07,0.14
Sumatera Utara,2013-06-08,11.58
Sumatera Utara,2013-06-09,10.83
Sumatera Utara,2013-06-10,12.83
Sumatera Utara,2013-06-11,17.52
Sumatera Utara,2013-06-12,0.76
Sumatera Utara,2013-06-13,4.42
Sumatera Utara,2013-06-14,0.02
Sumatera Utara,2013-06-15,1.47
Sumatera Utara,2013-06-16,13.11
Sumatera Utara,2013-06-17,2.83
Sumatera Utara,2013-06-18,12.16
Sumatera Utara,2013-06-19,3.28
Sumatera Utara,2013-06-20,0.0
Sumatera Utara,2013-06-21,0.0
Sumatera Utara,2013-06-22,0.0
Sumatera Utara,2013-06-23,0.0
Sumatera Utara,2013-06-24,0.0
Sumatera Utara,2013-06-25,1.02
Sumatera Utara,2013-06-26,7.91
Sumatera Utara,2013-06-27,1.15
Sumatera Utara,2013-06-28,15.7
Sumatera Utara,2013-06-29,5.2
Sumatera Utara,2013-06-30,24.94
Sumatera Utara,2013-07-01,16.28
Sumatera Utara,2013-07-02,20.95
Sumatera Utara,2013-07-03,6.01
Sumatera Utara,2013-07-04,4.18
Sumatera Utara,2013-07-05,0.32
Sumatera Utara,2013-07-06,0.27
